row_name,mcp_support,mcp_cite,a2a_support,a2a_cite,otel,otel_cite,webhooks_events,webhooks_cite,import_export,import_export_cite
Speak,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,
Synthesis Tutor,"not applicable — research paper, no deployed product",,"not applicable — research paper, no deployed product",,"not applicable — research paper, no deployed product",,"not applicable — research paper, no deployed product",,"not applicable — research paper, no deployed product",
ChatGPT Study Mode,"not applicable — research paper, no deployed product",,"not applicable — research paper, no deployed product",,"not applicable — research paper, no deployed product",,"not applicable — research paper, no deployed product",,"not applicable — research paper, no deployed product",
ImplicitMemBench,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
MemEvoBench,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
ICLR 2026 MemAgents Workshop,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
LongMemEval,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
LoCoMo,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
NIAH (Needle in a Haystack),not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
BABILong,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
RULER,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
HELMET,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
InfiniteBench (∞Bench),not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
LongBench,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
MemBench,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
MemoryAgentBench,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
MemoryArena,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
MemoryBench (Tsinghua THUIR),not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,,not applicable — benchmark / evaluation harness,
Zep / Graphiti,native (first-party) — Graphiti MCP,https://github.com/getzep/graphiti/tree/main/mcp_server,no data — searched not found,,no data — searched not found,,no data — searched not found,,JSON via REST,https://help.getzep.com/
Galileo (galileo.ai),no data — searched not found,,no data — searched not found,,first-class — OTel-native ingestion,https://docs.galileo.ai/,webhooks supported (alerts),https://docs.galileo.ai/,JSON via REST,https://docs.galileo.ai/
Langfuse,via official adapter — langfuse-mcp,https://langfuse.com/docs/integrations/mcp,no data — searched not found,,first-class — native OTel SDK,https://langfuse.com/docs/opentelemetry/get-started,webhooks supported,https://langfuse.com/docs/,"JSON, OTel format",https://langfuse.com/docs/
Mem0 (with AgentOps),native (first-party),https://github.com/mem0ai/mem0-mcp,no data — searched not found,,via adapter — AgentOps OTel,https://docs.agentops.ai/,webhooks supported,https://docs.mem0.ai/,JSON,https://docs.mem0.ai/
Ratine,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,
AgentOps,via official adapter,https://docs.agentops.ai/,no data — searched not found,,first-class — OTel-native,https://docs.agentops.ai/v1/quickstart,webhooks supported,https://docs.agentops.ai/,JSON via REST,https://docs.agentops.ai/
LangSmith,via LangChain MCP adapters,https://python.langchain.com/docs/integrations/tools/mcp/,no data — searched not found,,first-class — OTel ingestion + export,https://docs.smith.langchain.com/observability/how_to_guides/trace_with_opentelemetry,webhooks supported (alerts),https://docs.smith.langchain.com/,JSON via REST,https://docs.smith.langchain.com/
Lakera Guard / Lakera Red,no data — searched not found,,no data — searched not found,,no data — searched not found,,webhooks supported (alerts),https://docs.lakera.ai/,JSON via REST,https://docs.lakera.ai/
OWASP Agent Memory Guard,"not applicable — guidance / standard, not a product",,not applicable — guidance / standard,,not applicable — guidance / standard,,not applicable — guidance / standard,,Markdown / OWASP docs,https://owasp.org/www-project-agentic-security/
Microsoft Agent Governance Toolkit,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,
Mem0 Security / OpenMemory,native (first-party),https://mem0.ai/openmemory,no data — searched not found,,no data — searched not found,,webhooks supported,https://docs.mem0.ai/,JSON,https://mem0.ai/openmemory
Enkrypt AI,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,
Acuvity (now Proofpoint),no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,
HiddenLayer AISec Platform 2.0,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,,no data — searched not found,
Zep — governance posture,native (first-party) — Graphiti MCP,https://github.com/getzep/graphiti/tree/main/mcp_server,no data — searched not found,,no data — searched not found,,no data — searched not found,,JSON via REST,https://help.getzep.com/
From Human Memory to AI Memory (survey),not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
Externalization in LLM Agents,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
Memory as Metabolism,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
LLM as OS Kernel,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
LLM OS Specs,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
Context Engineering,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
LLM Wiki — compiled memory,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
Four-Type Agent Memory Taxonomy,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
Context Expansion Law,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
Files Are All You Need,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
RL-Based Continual Learning as Memory,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
Memory Poisoning as Attack Surface,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
Context Engineering — naming event,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
JEPA Six-Module World Model (informal),not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,,not applicable — theoretical / informal idea,
