row_name,consistency_model,consistency_cite,versioning,versioning_cite,tombstoning,tombstoning_cite,schema_evolution,schema_evolution_cite,namespace,namespace_cite,contradiction,contradiction_cite,forgetting,forgetting_cite
Pydantic-AI + Hindsight,not specified - vendor docs do not address this dimension,taxonomy/tags.json,snapshots,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),consolidation/summarization,taxonomy/tags.json
Pydantic-AI MemoryTool,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,no data - searched not found,https://pydantic.dev/docs/ai/tools-toolsets/builtin-tools/,not specified - paper does not address this dimension,taxonomy/tags.json
Qdrant,eventual,https://qdrant.tech/documentation/guides/distributed_deployment/,none,https://qdrant.tech/documentation/,hard-delete supported,https://qdrant.tech/documentation/concepts/points/#delete-points,schema with migration,https://qdrant.tech/documentation/concepts/collections/,per-tenant,https://qdrant.tech/documentation/guides/multiple-partitions/,always overwrite (last-write-wins),https://qdrant.tech/documentation/concepts/points/,user-controlled forget,https://qdrant.tech/documentation/concepts/points/#delete-points
Quizlet — AI Study Tools / Magic Notes,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-user,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://quizlet.com/features/ai-study-tools,not specified - vendor docs do not address this dimension,taxonomy/tags.json
R2I,N/A,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,https://arxiv.org/abs/2403.04253,not specified - paper does not address this dimension,taxonomy/tags.json
RAFT,N/A,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json
RAPTOR,not specified - paper does not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance)
REALM,not specified - paper does not address this dimension,taxonomy/tags.json,snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json
RET-LLM,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,always overwrite (last-write-wins),https://arxiv.org/abs/2305.14322,not specified - paper does not address this dimension,taxonomy/tags.json
RETRO,not specified - paper does not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance)
RGMem,N/A,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),per-user,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://arxiv.org/abs/2510.16392,not specified - paper does not address this dimension,taxonomy/tags.json
RIKEN Tensor Decomposition Incremental Learning,N/A,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,https://icml.cc/virtual/2025/poster/44196,not specified - paper does not address this dimension,taxonomy/tags.json
RL-Based Continual Learning as Memory,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json
RMM (Reflective Memory Management),not specified - paper does not address this dimension,taxonomy/tags.json,snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,inferred from primary tags (storage/update/governance),consolidation/summarization,taxonomy/tags.json
RULER,N/A,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance)
Ratine,strong,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),N/A,https://github.com/goweft/ratine,N/A,inferred from primary tags (storage/update/governance)
RazorAttention,strong,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),hard-delete supported,inferred from primary tags (storage/update/governance),schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,https://openreview.net/forum?id=tkiZQlL04w,LRU eviction,taxonomy/tags.json
ReSum,not specified - paper does not address this dimension,taxonomy/tags.json,snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2509.13313,consolidation/summarization,taxonomy/tags.json
Read.ai,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always append (no resolution),https://www.read.ai,none (permanent),inferred from primary tags (storage/update/governance)
ReadAgent,not specified - paper does not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,N/A,https://arxiv.org/abs/2402.09727,N/A,inferred from primary tags (storage/update/governance)
ReasoningBank,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json
Recurrent Memory Transformer (RMT),strong,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),inferred from primary tags (storage/update/governance),LRU eviction,inferred from primary tags (storage/update/governance)
RecurrentGPT,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,always append (no resolution),https://arxiv.org/abs/2305.13304,TTL-based,inferred from primary tags (storage/update/governance)
Reflect,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://reflect.app/,user-controlled forget,inferred from primary tags (storage/update/governance)
Reflexion,not specified - paper does not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,always append (no resolution),inferred from primary tags (storage/update/governance),none (permanent),inferred from primary tags (storage/update/governance)
Relevance AI Memory,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,always overwrite (last-write-wins),https://relevanceai.com/docs/agent/build-your-agent/memory,not specified - vendor docs do not address this dimension,taxonomy/tags.json
RemNote AI,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://www.remnote.com/,user-controlled forget,inferred from primary tags (storage/update/governance)
RepairAgent,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,inferred from primary tags (storage/update/governance),TTL-based,inferred from primary tags (storage/update/governance)
Replicant,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,always overwrite (last-write-wins),https://www.replicant.com,TTL-based,inferred from primary tags (storage/update/governance)
Replika,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,per-user,inferred from primary tags (storage/update/governance),always append (no resolution),https://replika.ai,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Replit Agent,strong,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json
Replit replit.md,strong,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),hard-delete supported,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://docs.replit.com/replitai/replit-dot-md,user-controlled forget,inferred from primary tags (storage/update/governance)
ResearchRabbit,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always append (no resolution),https://www.researchrabbit.ai/,user-controlled forget,inferred from primary tags (storage/update/governance)
Retell AI,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,per-tenant,inferred from primary tags (storage/update/governance),no data - searched not found,https://www.retellai.com/,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Retroformer,N/A,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://arxiv.org/abs/2308.02151,not specified - paper does not address this dimension,taxonomy/tags.json
Rivet Memory Node (Ironclad),not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,always overwrite (last-write-wins),https://rivet.ironcladapp.com/,TTL-based,inferred from primary tags (storage/update/governance)
Roo Code .roorules,strong,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),hard-delete supported,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://docs.roocode.com/features/custom-instructions,user-controlled forget,inferred from primary tags (storage/update/governance)
RouteRAG,not specified - paper does not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,N/A,https://arxiv.org/abs/2512.09487,N/A,inferred from primary tags (storage/update/governance)
R³Mem,not specified - paper does not address this dimension,taxonomy/tags.json,snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2502.15957,consolidation/summarization,taxonomy/tags.json
SAGE,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,no data,not specified - paper does not address this dimension,taxonomy/tags.json
SCM,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2304.13343,not specified - paper does not address this dimension,taxonomy/tags.json
SDM Activations,N/A,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,https://arxiv.org/abs/2509.12760,N/A,inferred from primary tags (storage/update/governance)
SEAgent,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2508.04700,not specified - paper does not address this dimension,taxonomy/tags.json
SELF-PARAM,N/A,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,https://arxiv.org/abs/2410.00487,not specified - vendor docs do not address this dimension,taxonomy/tags.json
SERS,N/A,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://openreview.net/forum?id=jR1lvwexLt,not specified - paper does not address this dimension,taxonomy/tags.json
SG-Nav,not specified - paper does not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,always append (no resolution),https://arxiv.org/abs/2410.08189,none (permanent),inferred from primary tags (storage/update/governance)
SGMem,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2509.21212,not specified - paper does not address this dimension,taxonomy/tags.json
SYNAPSE,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2601.02744,not specified - paper does not address this dimension,taxonomy/tags.json
Sakana CTM,N/A,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance)
Salesforce Agentforce / Einstein,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-user,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://www.salesforce.com/artificial-intelligence/,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Sanctuary AI Carbon (Phoenix Gen 7/8),not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json
Sandbar Stream,strong,inferred from primary tags (storage/update/governance),immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always append (no resolution),inferred from primary tags (storage/update/governance),user-controlled forget,inferred from primary tags (storage/update/governance)
Saner.ai,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),user-controlled forget,inferred from primary tags (storage/update/governance)
SchoolAI,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,always append (no resolution),https://schoolai.com/,none (permanent),inferred from primary tags (storage/update/governance)
Scite.ai,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always append (no resolution),https://scite.ai/,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Scrintal,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://scrintal.com/,user-controlled forget,inferred from primary tags (storage/update/governance)
Sculptor,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2508.04664,TTL-based,inferred from primary tags (storage/update/governance)
SeCom,not specified - paper does not address this dimension,taxonomy/tags.json,snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://openreview.net/forum?id=xKDZAW0He3,consolidation/summarization,taxonomy/tags.json
SearchUnify,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json
Self-RAG,not specified - paper does not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance)
Semantic Kernel Memory,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://learn.microsoft.com/en-us/semantic-kernel/frameworks/agent/agent-memory,not specified - vendor docs do not address this dimension,taxonomy/tags.json
ShadowKV (ByteDance),strong,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),hard-delete supported,inferred from primary tags (storage/update/governance),schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,https://arxiv.org/abs/2410.21465,LRU eviction,taxonomy/tags.json
Sierra,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-user,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json
Sigma (Private AI Browser),not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always append (no resolution),inferred from primary tags (storage/update/governance),user-controlled forget,inferred from primary tags (storage/update/governance)
Sinequa,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),N/A,https://www.sinequa.com,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Skild Brain,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://www.skild.ai/,TTL-based,inferred from primary tags (storage/update/governance)
SkillWeaver,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json
SnapKV,strong,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),hard-delete supported,inferred from primary tags (storage/update/governance),schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,no data,LRU eviction,taxonomy/tags.json
Snowflake Cortex Search,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://docs.snowflake.com/en/user-guide/snowflake-cortex/cortex-search/cortex-search-overview,none (permanent),inferred from primary tags (storage/update/governance)
SoftCoT,strong,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,https://aclanthology.org/2025.acl-long.1137/,LRU eviction,inferred from primary tags (storage/update/governance)
Soul Machines,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json
Sourcegraph Cody — cody.json,strong,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),hard-delete supported,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://docs.sourcegraph.com/cody/custom-commands,user-controlled forget,inferred from primary tags (storage/update/governance)
Speak,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-user,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://www.speak.com/,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Speculative RAG,not specified - paper does not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,N/A,https://arxiv.org/abs/2407.08223,N/A,inferred from primary tags (storage/update/governance)
Spellbook Library,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json
Spirit AI Character Engine,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://www.spiritai.com/character-engine/,user-controlled forget,inferred from primary tags (storage/update/governance)
Spring AI ChatMemory,not specified - paper does not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,always append (no resolution),https://docs.spring.io/spring-ai/reference/api/chat-memory.html,none (permanent),inferred from primary tags (storage/update/governance)
