row_name,validated_verticals,validated_verticals_cite,time_to_running,time_to_running_cite,anti_fit,anti_fit_cite,optimised_for,optimised_for_cite,adjacent_infrastructure,adjacent_infrastructure_cite
GitHub Copilot custom instructions,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Aider CONVENTIONS.md / .aider.conf.yml,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Cline .clinerules,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Cline Memory Bank,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Roo Code .roorules,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Continue.dev .continue/rules,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Zed .rules,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Replit replit.md,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Sourcegraph Cody — cody.json,coding agents only - software engineering teams,,<10min (drop a file in repo),,not for non-coding / non-IDE use cases,,simplicity / git-versioned / human-readable,,requires the corresponding IDE / editor,
Claude Code auto-memory,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
Superpowers episodic-memory plugin,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
claude-mem,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
Mem0 MCP (official),coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
Graphiti MCP Server (Zep),coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
mcp-memory-service (doobidoo),coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
OpenMemory MCP,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
Cognee MCP,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
Hindsight MCP,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
Memobase MCP,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
claude-supermemory,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
mcp-memory (Puliczek),coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
local-memory-mcp,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
claude-brain,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
engram,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
mcp-knowledge-graph,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
Claude-CursorMemoryMCP,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
Official MCP Memory server,coding agents only - Claude Code users (horizontal SWE),,<10min (plugin / MCP install),,not for non-Claude-Code clients (some are MCP-portable),,Claude-Code-native + MCP-portable memory,,requires Claude Code or MCP client; BYO storage,
Stardog,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
TopQuadrant (TopBraid EDG),"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Neo4j,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
TigerGraph,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
AllegroGraph (Franz),"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Ontotext GraphDB / Graphwise,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
PoolParty (now Graphwise),"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Palantir Ontology,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Diffbot,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
FalkorDB,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Memgraph,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Amazon Neptune Analytics,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Apache AGE,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Kuzu,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
ArangoDB,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Dgraph,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
NebulaGraph,"financial-services, healthcare, legal, government, internal IT, KM",,<1hr (Docker / managed cloud) to <1week (enterprise procurement),,not for purely-vector or simple-RAG use cases (graph adds setup cost),,relationship modeling + reasoning + governance over pure vector,,BYO LLM; bundled graph store; some require additional vector index,
Pinecone,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Weaviate,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Qdrant,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Chroma,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Milvus,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
LanceDB,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Turbopuffer,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Elasticsearch / OpenSearch,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Vespa,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Activeloop Deep Lake,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
MongoDB Atlas Vector Search,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
pgvector,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Marqo,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Snowflake Cortex Search,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Databricks Vector Search,"RAG developers, agent builders (broad horizontal); financial-services, healthcare, legal, e-commerce",,<10min (managed cloud) to <1hr (self-host Docker),,not for relational / graph-heavy queries (vector-first by design),,low-latency similarity search + scale,,BYO embedding model + LLM; this IS the vector store,
Glean,"financial-services, healthcare, legal, internal IT, KM, contact center",,<1week to weeks-to-months (enterprise procurement + connectors),,not for SMB / consumer use cases,,enterprise connectors + entitlements + governance + RAG-grounding,,requires connector setup + identity provider + LLM,
SearchUnify,"financial-services, healthcare, legal, internal IT, KM, contact center",,<1week to weeks-to-months (enterprise procurement + connectors),,not for SMB / consumer use cases,,enterprise connectors + entitlements + governance + RAG-grounding,,requires connector setup + identity provider + LLM,
Clarivate,"financial-services, healthcare, legal, internal IT, KM, contact center",,<1week to weeks-to-months (enterprise procurement + connectors),,not for SMB / consumer use cases,,enterprise connectors + entitlements + governance + RAG-grounding,,requires connector setup + identity provider + LLM,
Coveo,"financial-services, healthcare, legal, internal IT, KM, contact center",,<1week to weeks-to-months (enterprise procurement + connectors),,not for SMB / consumer use cases,,enterprise connectors + entitlements + governance + RAG-grounding,,requires connector setup + identity provider + LLM,
Sinequa,"financial-services, healthcare, legal, internal IT, KM, contact center",,<1week to weeks-to-months (enterprise procurement + connectors),,not for SMB / consumer use cases,,enterprise connectors + entitlements + governance + RAG-grounding,,requires connector setup + identity provider + LLM,
Mindbreeze InSpire,"financial-services, healthcare, legal, internal IT, KM, contact center",,<1week to weeks-to-months (enterprise procurement + connectors),,not for SMB / consumer use cases,,enterprise connectors + entitlements + governance + RAG-grounding,,requires connector setup + identity provider + LLM,
Meilisearch,"financial-services, healthcare, legal, internal IT, KM, contact center",,<1week to weeks-to-months (enterprise procurement + connectors),,not for SMB / consumer use cases,,enterprise connectors + entitlements + governance + RAG-grounding,,requires connector setup + identity provider + LLM,
Algolia (NeuralSearch),"financial-services, healthcare, legal, internal IT, KM, contact center",,<1week to weeks-to-months (enterprise procurement + connectors),,not for SMB / consumer use cases,,enterprise connectors + entitlements + governance + RAG-grounding,,requires connector setup + identity provider + LLM,
FutureHouse,research only (academia + R&D in pharma / biotech / scientific publishing),,<10min (hosted SaaS) to <1day (enterprise integration),,not for non-research / non-academic use cases,,research-workflow integration + provenance + claim grounding,,self-contained SaaS; some integrate with reference managers,
Causaly,research only (academia + R&D in pharma / biotech / scientific publishing),,<10min (hosted SaaS) to <1day (enterprise integration),,not for non-research / non-academic use cases,,research-workflow integration + provenance + claim grounding,,self-contained SaaS; some integrate with reference managers,
BenevolentAI,research only (academia + R&D in pharma / biotech / scientific publishing),,<10min (hosted SaaS) to <1day (enterprise integration),,not for non-research / non-academic use cases,,research-workflow integration + provenance + claim grounding,,self-contained SaaS; some integrate with reference managers,
LabGenius,research only (academia + R&D in pharma / biotech / scientific publishing),,<10min (hosted SaaS) to <1day (enterprise integration),,not for non-research / non-academic use cases,,research-workflow integration + provenance + claim grounding,,self-contained SaaS; some integrate with reference managers,
Elicit,research only (academia + R&D in pharma / biotech / scientific publishing),,<10min (hosted SaaS) to <1day (enterprise integration),,not for non-research / non-academic use cases,,research-workflow integration + provenance + claim grounding,,self-contained SaaS; some integrate with reference managers,
Scite.ai,research only (academia + R&D in pharma / biotech / scientific publishing),,<10min (hosted SaaS) to <1day (enterprise integration),,not for non-research / non-academic use cases,,research-workflow integration + provenance + claim grounding,,self-contained SaaS; some integrate with reference managers,
Iris.ai,research only (academia + R&D in pharma / biotech / scientific publishing),,<10min (hosted SaaS) to <1day (enterprise integration),,not for non-research / non-academic use cases,,research-workflow integration + provenance + claim grounding,,self-contained SaaS; some integrate with reference managers,
ResearchRabbit,research only (academia + R&D in pharma / biotech / scientific publishing),,<10min (hosted SaaS) to <1day (enterprise integration),,not for non-research / non-academic use cases,,research-workflow integration + provenance + claim grounding,,self-contained SaaS; some integrate with reference managers,
Hippocratic AI Polaris,"healthcare (ambient documentation, clinical decision support, primary care, oncology)",,<1week to weeks-to-months (HIPAA-regulated enterprise procurement + EHR integration),,not for non-healthcare verticals; must operate under HIPAA / regional health regulation,,HIPAA compliance + clinical-grade provenance + EHR integration,,requires EHR integration + clinical workflows,
K Health,"healthcare (ambient documentation, clinical decision support, primary care, oncology)",,<1week to weeks-to-months (HIPAA-regulated enterprise procurement + EHR integration),,not for non-healthcare verticals; must operate under HIPAA / regional health regulation,,HIPAA compliance + clinical-grade provenance + EHR integration,,requires EHR integration + clinical workflows,
Nabla + Navina,"healthcare (ambient documentation, clinical decision support, primary care, oncology)",,<1week to weeks-to-months (HIPAA-regulated enterprise procurement + EHR integration),,not for non-healthcare verticals; must operate under HIPAA / regional health regulation,,HIPAA compliance + clinical-grade provenance + EHR integration,,requires EHR integration + clinical workflows,
Suki AI,"healthcare (ambient documentation, clinical decision support, primary care, oncology)",,<1week to weeks-to-months (HIPAA-regulated enterprise procurement + EHR integration),,not for non-healthcare verticals; must operate under HIPAA / regional health regulation,,HIPAA compliance + clinical-grade provenance + EHR integration,,requires EHR integration + clinical workflows,
DeepScribe,"healthcare (ambient documentation, clinical decision support, primary care, oncology)",,<1week to weeks-to-months (HIPAA-regulated enterprise procurement + EHR integration),,not for non-healthcare verticals; must operate under HIPAA / regional health regulation,,HIPAA compliance + clinical-grade provenance + EHR integration,,requires EHR integration + clinical workflows,
Abridge,"healthcare (ambient documentation, clinical decision support, primary care, oncology)",,<1week to weeks-to-months (HIPAA-regulated enterprise procurement + EHR integration),,not for non-healthcare verticals; must operate under HIPAA / regional health regulation,,HIPAA compliance + clinical-grade provenance + EHR integration,,requires EHR integration + clinical workflows,
OpenEvidence (DeepConsult + Visits),"healthcare (ambient documentation, clinical decision support, primary care, oncology)",,<1week to weeks-to-months (HIPAA-regulated enterprise procurement + EHR integration),,not for non-healthcare verticals; must operate under HIPAA / regional health regulation,,HIPAA compliance + clinical-grade provenance + EHR integration,,requires EHR integration + clinical workflows,
Heidi Health,"healthcare (ambient documentation, clinical decision support, primary care, oncology)",,<1week to weeks-to-months (HIPAA-regulated enterprise procurement + EHR integration),,not for non-healthcare verticals; must operate under HIPAA / regional health regulation,,HIPAA compliance + clinical-grade provenance + EHR integration,,requires EHR integration + clinical workflows,
Harvey Memory,"legal (BigLaw, plaintiff litigation, in-house, transactional, contracts)",,<1week to weeks-to-months (firm procurement + matter integration),,not for non-legal verticals; not for self-represented litigants,,matter-scoped privilege + audit + firm-precedent memory,,requires DMS / case-management integration + identity provider,
Luminance Institutional Memory,"legal (BigLaw, plaintiff litigation, in-house, transactional, contracts)",,<1week to weeks-to-months (firm procurement + matter integration),,not for non-legal verticals; not for self-represented litigants,,matter-scoped privilege + audit + firm-precedent memory,,requires DMS / case-management integration + identity provider,
Filevine LOIS,"legal (BigLaw, plaintiff litigation, in-house, transactional, contracts)",,<1week to weeks-to-months (firm procurement + matter integration),,not for non-legal verticals; not for self-represented litigants,,matter-scoped privilege + audit + firm-precedent memory,,requires DMS / case-management integration + identity provider,
Eve — Shared Firm Knowledge + Auditor,"legal (BigLaw, plaintiff litigation, in-house, transactional, contracts)",,<1week to weeks-to-months (firm procurement + matter integration),,not for non-legal verticals; not for self-represented litigants,,matter-scoped privilege + audit + firm-precedent memory,,requires DMS / case-management integration + identity provider,
Spellbook Library,"legal (BigLaw, plaintiff litigation, in-house, transactional, contracts)",,<1week to weeks-to-months (firm procurement + matter integration),,not for non-legal verticals; not for self-represented litigants,,matter-scoped privilege + audit + firm-precedent memory,,requires DMS / case-management integration + identity provider,
Clio Duo / Manage AI,"legal (BigLaw, plaintiff litigation, in-house, transactional, contracts)",,<1week to weeks-to-months (firm procurement + matter integration),,not for non-legal verticals; not for self-represented litigants,,matter-scoped privilege + audit + firm-precedent memory,,requires DMS / case-management integration + identity provider,
CoCounsel Legal (Thomson Reuters),"legal (BigLaw, plaintiff litigation, in-house, transactional, contracts)",,<1week to weeks-to-months (firm procurement + matter integration),,not for non-legal verticals; not for self-represented litigants,,matter-scoped privilege + audit + firm-precedent memory,,requires DMS / case-management integration + identity provider,
Hebbia Matrix,"legal (BigLaw, plaintiff litigation, in-house, transactional, contracts)",,<1week to weeks-to-months (firm procurement + matter integration),,not for non-legal verticals; not for self-represented litigants,,matter-scoped privilege + audit + firm-precedent memory,,requires DMS / case-management integration + identity provider,
Sierra,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
Decagon,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
Cognigy,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
ASAPP GenerativeAgent,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
Cresta,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
PolyAI,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
Intercom Fin,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
Replicant,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
LivePerson Conversation Context Service,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
Salesforce Agentforce / Einstein,"contact center, customer support, sales, e-commerce, voice agents",,<1week to weeks-to-months (CRM + telephony integration),,not for non-customer-facing use cases,,cross-channel customer graph + agent handoff + CRM integration,,requires CRM + telephony / chat platform integration,
Inworld AI,"gaming (AAA + indie), interactive narrative, AI companions",,<10min (SDK download / hosted API),,not for non-character / non-narrative use cases,,character consistency + narrative continuity + low-latency,,requires game engine integration (Unity / Unreal); BYO LLM,
Convai (Mimir),"gaming (AAA + indie), interactive narrative, AI companions",,<10min (SDK download / hosted API),,not for non-character / non-narrative use cases,,character consistency + narrative continuity + low-latency,,requires game engine integration (Unity / Unreal); BYO LLM,
Charisma.ai,"gaming (AAA + indie), interactive narrative, AI companions",,<10min (SDK download / hosted API),,not for non-character / non-narrative use cases,,character consistency + narrative continuity + low-latency,,requires game engine integration (Unity / Unreal); BYO LLM,
Latitude / Voyage,"gaming (AAA + indie), interactive narrative, AI companions",,<10min (SDK download / hosted API),,not for non-character / non-narrative use cases,,character consistency + narrative continuity + low-latency,,requires game engine integration (Unity / Unreal); BYO LLM,
Character.ai,"gaming (AAA + indie), interactive narrative, AI companions",,<10min (SDK download / hosted API),,not for non-character / non-narrative use cases,,character consistency + narrative continuity + low-latency,,requires game engine integration (Unity / Unreal); BYO LLM,
Replika,"gaming (AAA + indie), interactive narrative, AI companions",,<10min (SDK download / hosted API),,not for non-character / non-narrative use cases,,character consistency + narrative continuity + low-latency,,requires game engine integration (Unity / Unreal); BYO LLM,
Nomi AI,"gaming (AAA + indie), interactive narrative, AI companions",,<10min (SDK download / hosted API),,not for non-character / non-narrative use cases,,character consistency + narrative continuity + low-latency,,requires game engine integration (Unity / Unreal); BYO LLM,
Soul Machines,"gaming (AAA + indie), interactive narrative, AI companions",,<10min (SDK download / hosted API),,not for non-character / non-narrative use cases,,character consistency + narrative continuity + low-latency,,requires game engine integration (Unity / Unreal); BYO LLM,
Spirit AI Character Engine,"gaming (AAA + indie), interactive narrative, AI companions",,<10min (SDK download / hosted API),,not for non-character / non-narrative use cases,,character consistency + narrative continuity + low-latency,,requires game engine integration (Unity / Unreal); BYO LLM,
Figure Helix,"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
π0.5 (Physical Intelligence),"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
NVIDIA Isaac GR00T N1.7,"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
NVIDIA ReMEmbR,"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
MemoryVLA,"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
SG-Nav,"robotics (humanoid, manipulation), autonomous-driving, embodied AI research",,weeks-to-months (custom robot/vehicle integration) or research-only code release,,not for non-embodied / non-physical use cases,,real-time perception + spatial reasoning + multi-modal sensor fusion,,requires robot / vehicle hardware + sensor stack,
